Project Name,Package Name,Type Name,Method Name,Code Smell
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getUpdateTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getUpdateBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getUpdateBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getVersion,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getVersion,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getId1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getId1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getName1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getName1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getTitle1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getTitle1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getEnumIntA1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getEnumIntA1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getEnumStringA1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getEnumStringA1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getArrayInt,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getArrayInt,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getArrayString,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getArrayString,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getJson,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getJson,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getObj,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getObj,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getTsA1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getTsA1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getCreateTime1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getCreateTime1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getCreateBy1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getCreateBy1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getUpdateTime1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getUpdateTime1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getUpdateBy1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getUpdateBy1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getV1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getV1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getId2,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.orm.sql,DS0001,getId2,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setId,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setName,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setTitle,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setEnumIntA,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setEnumStringA,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setTsA,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setCreateTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setCreateBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setUpdateTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setUpdateBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,setVersion,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getId,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getId,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getName,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getName,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getTitle,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getTitle,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getEnumIntA,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getEnumIntA,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getEnumStringA,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getEnumStringA,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getTsA,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getTsA,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getCreateTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getCreateTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getCreateBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getCreateBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getUpdateTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getUpdateTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getUpdateBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getUpdateBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getVersion,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.plugin.mysqldbgen,ResultFindOne,getVersion,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,QueryTest,beforeClass,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,QueryTest,beforeClass,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,QueryTest,beforeClass,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,QueryTest,testQuery01,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,QueryTest,testQuery01,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,QueryTest,testQueryWithVersion,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,QueryTest,testQueryWithVersion,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,QueryTest,testQuery4,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,QueryTest,testQuery5,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,StatementEnhancerTest,executeQuery,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.agent,SimpleStatement,executeQuery,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testAutoRefresh,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testAutoRefresh,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,getTestTable1AutoRefresh,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,getTestTable1AutoRefresh,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testAutoRefreshRemove1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testAutoRefreshRemove1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testAutoRefreshRemove1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,getTestTable1AutoRefreshRemove1,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,getTestTable1AutoRefreshRemove1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,getTestTable1AutoRefreshRemove1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testCacheExecuteLong,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testCacheExecuteLong,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testCacheExecuteLong,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testCacheExecuteLong,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testCacheExecuteLong,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testCacheExecuteLong,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testCacheExecuteLong,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,testCacheExecuteLong,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,getLongExecute,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,AutoRefreshCacheTest,execute,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CachePutTest,testPutCache,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CachePutTest,testPutCache,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CachePutTest,testPutCache,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CachePutTest,testPutCache,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CachePutTest,testPutCache,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CachePutTest,testPutCache,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CachePutTest,testPutCache,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CachePutTest,testPutCache,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CachePutTest,testPutCache,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testPage,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testPage,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testPage,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testSelect,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testSelect,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testSelect,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,getList,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,getList,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,getPage,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,getPage,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,getPage,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testLRU,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testLRU,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testLRU,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testLRU,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testLRU,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testCacheDefaultMax1024,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.cache,CacheTest,testCacheDefaultMax1024,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.clazz,AsmHelperTest,testGetParameter2,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.clazz,ClassPathHelperTest,testSplitClassPaths,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.clazz,ClassPathHelperTest,testSplitClassPaths,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testListString,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testListString,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArrayString,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArrayString,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArray05,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArray05,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArray07,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArray07,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArray07,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArray07,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArray07,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testArray07,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testMap001,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.converter,TestConverter,testMap002,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testEmpty,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testAsTestSimpleModel,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testAsTestSimpleModel,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testAsTestSimpleModel,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testAsTestSimpleModel,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromXml,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson2,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson2,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson2,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson2,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson2,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson3,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson3,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson3,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testFromJson3,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testToJsonPretty,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testToJson,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testParseFromArray,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testParseFromArray,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testParseFromArray,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataMapTest,testEmptyIntegerArray,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,createDataTables,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinInner,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinInner,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinInner,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinInner,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinInner,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinFull,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinFull,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinFull,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinFull,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinFull,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinRight,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinRight,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinRight,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinRight,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinRight,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinLeft,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinEscapedTime,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinEscapedTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinEscapedTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinEscapedTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinEscapedTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinEscapedTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableJoinTest,testJoinEscapedTime,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testToListDataMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMapDefaultHeader,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMapDefaultHeader,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMapDefaultHeader,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMapDefaultHeader,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMapDefaultHeader,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMapDefaultHeader,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMapDefaultHeader,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableMap,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteArrayString,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteArrayString,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteArrayString,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteArrayInt,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteArrayInt,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteArrayInt,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testDataTableWriteBean,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testAs,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testAs,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testAs,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testAs,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGroupBy,Long Statement
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGroupBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGroupBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGroupBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGroupBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGroupBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGroupBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGroupBy,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGetColumn1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGetColumn1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGetColumn1,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGetColumn2,Magic Number
monalisa-orm,test.com.tsc9526.monalisa.tools.datatable,DataTableTest,testGetColumn2,Magic Number
